gender,age,age_o,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,met,decision,decision_o,match
male,24,25,Finance,35.0,10.0,35.0,10.0,10.0,0.0,8.0,7,9.0,7.0,9,7.0,7,7,10,10,10,5,6,8,5,8,6,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,1,5.0,0,0,0,0
male,24,23,Finance,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9,10.0,10.0,8,8.0,7,7,10,10,10,7,8,8,7,8,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,1,7.0,0,0,1,0
male,24,21,Finance,20.0,5.0,25.0,25.0,10.0,15.0,9.0,6,7.0,9.0,6,5.0,7,7,10,10,10,3,10,7,7,10,5,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,1,4.0,0,0,1,0
male,24,23,Finance,10.0,25.0,20.0,25.0,5.0,15.0,8.0,9,9.0,9.0,10,7.0,7,7,10,10,10,7,10,10,6,10,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,1,6.0,0,0,1,0
male,24,22,Finance,15.0,15.0,25.0,20.0,15.0,10.0,8.0,6,7.0,7.0,8,6.0,7,7,10,10,10,7,6,8,6,8,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,1,7.0,0,0,1,0
male,24,25,Finance,9.09,18.18,27.27,18.18,18.18,9.09,7.0,6,8.0,7.0,9,8.0,7,7,10,10,10,8,10,9,9,8,8,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,1,8.0,0,1,1,1
male,24,26,Finance,20.0,10.0,20.0,30.0,10.0,10.0,7.0,8,7.0,8.0,7,8.0,7,7,10,10,10,5,6,6,6,6,6,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,1,6.0,0,0,1,0
male,24,26,Finance,15.0,15.0,15.0,40.0,10.0,5.0,9.0,9,8.0,10.0,8,8.0,7,7,10,10,10,6,6,6,6,6,6,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,1,7.0,0,0,1,0
female,21,25,Operations Research,25.0,20.0,25.0,20.0,10.0,0.0,3.0,10,10.0,6.0,4,7.0,5,9,7,9,10,6,8,7,9,5,7,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,9.0,1,0,0,0
female,21,24,Operations Research,25.0,35.0,30.0,10.0,0.0,0.0,4.0,5,6.0,4.0,6,2.0,5,9,7,9,10,5,8,8,4,9,3,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,6.0,0,0,0,0
female,21,24,Operations Research,25.0,15.0,25.0,25.0,15.0,15.0,6.0,7,8.0,6.0,7,7.0,5,9,7,9,10,7,7,8,5,7,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,6.0,0,0,1,0
female,21,28,Operations Research,25.0,15.0,25.0,15.0,0.0,20.0,7.0,8,8.0,7.0,9,6.0,5,9,7,9,10,6,8,8,6,8,4,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,5.0,0,0,1,0
female,21,26,Operations Research,20.0,35.0,20.0,10.0,10.0,5.0,6.0,7,10.0,8.0,9,8.0,5,9,7,9,10,6,8,8,6,8,5,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,8.0,0,0,0,0
female,21,30,Operations Research,20.0,20.0,25.0,25.0,5.0,5.0,9.0,5,6.0,5.0,5,7.0,5,9,7,9,10,4,7,7,4,7,3,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,5.0,0,0,1,0
female,21,22,Operations Research,30.0,15.0,25.0,25.0,5.0,0.0,3.0,8,5.0,5.0,8,3.0,5,9,7,9,10,7,7,7,5,6,3,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,6.0,0,0,0,0
female,21,25,Operations Research,20.0,20.0,20.0,20.0,5.0,15.0,6.0,7,8.0,4.0,6,4.0,5,9,7,9,10,9,9,10,9,9,8,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,9.0,0,1,0,0
female,21,23,Operations Research,25.0,10.0,35.0,15.0,0.0,15.0,2.0,8,8.0,3.0,2,2.0,5,9,7,9,10,7,4,6,4,4,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,2.0,0,0,0,0
female,21,21,Operations Research,15.0,20.0,15.0,30.0,5.0,15.0,6.0,6,8.0,6.0,7,6.0,5,9,7,9,10,5,8,8,5,8,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,6.0,0,0,0,0
female,21,28,Operations Research,40.0,15.0,20.0,10.0,5.0,10.0,6.0,8,8.0,7.0,7,6.0,5,9,7,9,10,6,8,7,7,7,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,6.0,0,0,0,0
female,21,28,Operations Research,40.0,20.0,20.0,20.0,0.0,0.0,5.0,7,7.0,7.0,7,5.0,5,9,7,9,10,6,8,7,6,8,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,6.0,0,0,0,0
female,21,23,Operations Research,20.0,25.0,25.0,10.0,10.0,10.0,5.0,8,10.0,7.0,9,5.0,5,9,7,9,10,5,9,9,8,9,5,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,0,8.0,0,0,0,0
female,27,25,Tc [Health Ed],25.0,20.0,25.0,20.0,10.0,0.0,4.0,10,8.0,8.0,6,4.0,7,8,7,8,7,5,7,7,6,7,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,6.0,0,0,0,0
female,27,23,Tc [Health Ed],20.0,25.0,20.0,15.0,10.0,10.0,3.0,6,8.0,5.0,5,1.0,7,8,7,8,7,5,6,6,5,6,3,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,3.0,0,0,0,0
female,27,24,Tc [Health Ed],25.0,35.0,30.0,10.0,0.0,0.0,4.0,5,5.0,3.0,5,1.0,7,8,7,8,7,5,7,7,5,7,3,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,4.0,0,0,0,0
female,27,24,Tc [Health Ed],25.0,15.0,25.0,25.0,15.0,15.0,6.0,7,6.0,6.0,8,5.0,7,8,7,8,7,6,8,8,7,7,6,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,6.0,0,1,1,1
female,27,28,Tc [Health Ed],25.0,15.0,25.0,15.0,0.0,20.0,7.0,7,7.0,5.0,6,5.0,7,8,7,8,7,6,7,7,4,6,6,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,6.0,0,1,1,1
female,27,26,Tc [Health Ed],20.0,35.0,20.0,10.0,10.0,5.0,5.0,8,5.0,5.0,6,5.0,7,8,7,8,7,8,7,7,7,6,7,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,7.0,0,1,0,0
female,27,23,Tc [Health Ed],25.0,10.0,35.0,15.0,0.0,15.0,2.0,2,3.0,2.0,2,1.0,7,8,7,8,7,3,4,5,4,4,2,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,2.0,0,0,0,0
female,27,21,Tc [Health Ed],15.0,20.0,15.0,30.0,5.0,15.0,4.0,6,7.0,6.0,5,5.0,7,8,7,8,7,3,6,7,5,5,4,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,2.0,0,0,0,0
female,27,28,Tc [Health Ed],40.0,15.0,20.0,10.0,5.0,10.0,6.0,8,8.0,7.0,8,6.0,7,8,7,8,7,7,7,8,6,7,8,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,8.0,0,1,0,0
female,27,28,Tc [Health Ed],40.0,20.0,20.0,20.0,0.0,0.0,4.0,7,7.0,6.0,6,5.0,7,8,7,8,7,4,5,5,4,5,4,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,4.0,0,0,0,0
female,27,23,Tc [Health Ed],20.0,25.0,25.0,10.0,10.0,10.0,5.0,8,9.0,7.0,10,8.0,7,8,7,8,7,6,7,7,7,7,7,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,2,7.0,0,1,0,0
female,21,25,Psychology,25.0,20.0,25.0,20.0,10.0,0.0,5.0,4,3.0,7.0,4,3.0,5,8,6,7,8,5,7,6,6,6,7,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,8.0,0,1,0,0
female,21,24,Psychology,25.0,35.0,30.0,10.0,0.0,0.0,4.0,6,5.0,4.0,3,2.0,5,8,6,7,8,5,7,8,6,6,7,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,7.0,0,1,1,1
female,21,24,Psychology,25.0,15.0,25.0,25.0,15.0,15.0,8.0,8,8.0,10.0,7,8.0,5,8,6,7,8,7,7,7,6,6,9,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,9.0,1,1,1,1
female,21,28,Psychology,25.0,15.0,25.0,15.0,0.0,20.0,7.0,8,7.0,6.0,6,6.0,5,8,6,7,8,6,7,7,6,7,5,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,7.0,0,1,1,1
female,21,26,Psychology,20.0,35.0,20.0,10.0,10.0,5.0,6.0,8,9.0,8.0,8,9.0,5,8,6,7,8,7,6,7,7,7,6,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,7.0,0,1,0,0
female,21,30,Psychology,20.0,20.0,25.0,25.0,5.0,5.0,5.0,6,6.0,4.0,7,4.0,5,8,6,7,8,5,6,7,6,6,6,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,6.0,0,0,1,0
female,21,22,Psychology,30.0,15.0,25.0,25.0,5.0,0.0,4.0,6,6.0,4.0,3,3.0,5,8,6,7,8,6,6,6,8,6,5,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,6.0,0,0,0,0
female,21,25,Psychology,20.0,20.0,20.0,20.0,5.0,15.0,7.0,8,8.0,6.0,7,3.0,5,8,6,7,8,7,7,6,7,6,7,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,8.0,0,1,0,0
female,21,23,Psychology,25.0,10.0,35.0,15.0,0.0,15.0,4.0,6,4.0,1.0,1,1.0,5,8,6,7,8,7,6,5,4,4,4,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,6.0,0,0,0,0
female,21,21,Psychology,15.0,20.0,15.0,30.0,5.0,15.0,7.0,7,6.0,6.0,6,5.0,5,8,6,7,8,6,6,5,7,5,6,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,6.0,0,0,0,0
female,21,28,Psychology,40.0,20.0,20.0,20.0,0.0,0.0,6.0,7,7.0,7.0,9,7.0,5,8,6,7,8,6,7,6,6,5,5,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,6.0,0,0,1,0
female,21,23,Psychology,20.0,25.0,25.0,10.0,10.0,10.0,6.0,9,10.0,8.0,10,7.0,5,8,6,7,8,6,8,7,6,7,5,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,3,6.0,0,0,0,0
female,27,30,Social Work,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6,6.0,5.0,6,4.0,7,9,9,8,8,5,7,7,7,7,7,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,3,1,7.0,0,0,1,0
female,25,25,Social Work,25.0,20.0,25.0,20.0,10.0,0.0,8.0,10,9.0,9.0,8,4.0,7,9,7,8,6,7,8,9,6,8,5,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,6.0,0,0,0,0
female,25,24,Social Work,25.0,35.0,30.0,10.0,0.0,0.0,8.0,5,6.0,6.0,5,1.0,7,9,7,8,6,4,5,10,4,10,4,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,4.0,0,0,1,0
female,25,24,Social Work,25.0,15.0,25.0,25.0,15.0,15.0,7.0,6,6.0,7.0,5,4.0,7,9,7,8,6,6,7,9,7,9,3,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,5.0,0,0,1,0
female,25,28,Social Work,25.0,15.0,25.0,15.0,0.0,20.0,7.0,6,6.0,7.0,6,6.0,7,9,7,8,6,6,8,7,5,8,7,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,7.0,0,0,1,0
female,25,26,Social Work,20.0,35.0,20.0,10.0,10.0,5.0,10.0,8,7.0,8.0,7,8.0,7,9,7,8,6,7,8,8,6,10,6,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,8.0,0,0,1,0
female,25,30,Social Work,20.0,20.0,25.0,25.0,5.0,5.0,6.0,7,5.0,5.0,5,2.0,7,9,7,8,6,3,8,9,8,10,5,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,8.0,0,0,1,0
female,25,25,Social Work,20.0,20.0,20.0,20.0,5.0,15.0,9.0,8,7.0,8.0,6,5.0,7,9,7,8,6,8,8,9,8,9,8,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,9.0,0,0,1,0
female,25,23,Social Work,25.0,10.0,35.0,15.0,0.0,15.0,6.0,4,7.0,6.0,2,2.0,7,9,7,8,6,6,5,8,7,10,8,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,6.0,0,0,0,0
female,25,21,Social Work,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7,7.0,7.0,6,6.0,7,9,7,8,6,5,4,7,5,9,7,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,5.0,0,0,1,0
female,25,28,Social Work,40.0,15.0,20.0,10.0,5.0,10.0,9.0,8,8.0,8.0,8,7.0,7,9,7,8,6,7,8,9,7,8,5,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,7.0,0,0,1,0
female,25,28,Social Work,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9,9.0,9.0,7,5.0,7,9,7,8,6,5,8,8,6,9,6,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,6.0,0,0,1,0
female,25,23,Social Work,20.0,25.0,25.0,10.0,10.0,10.0,8.0,9,8.0,10.0,9,8.0,7,9,7,8,6,7,7,7,8,8,6,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,0,7.0,0,0,1,0
female,23,25,Social Work,25.0,20.0,25.0,20.0,10.0,0.0,8.0,9,9.0,8.0,7,4.0,7,8,8,8,8,2,5,5,3,5,2,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,2.0,0,0,0,0
female,23,24,Social Work,25.0,35.0,30.0,10.0,0.0,0.0,6.0,5,7.0,5.0,5,2.0,7,8,8,8,8,2,6,7,1,7,2,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,2.0,0,0,1,0
female,23,24,Social Work,25.0,15.0,25.0,25.0,15.0,15.0,8.0,7,7.0,8.0,7,7.0,7,8,8,8,8,3,8,7,6,6,4,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,5.0,0,0,1,0
female,23,28,Social Work,25.0,15.0,25.0,15.0,0.0,20.0,7.0,6,8.0,7.0,6,7.0,7,8,8,8,8,4,7,6,1,4,3,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,2.0,0,0,1,0
female,23,26,Social Work,20.0,35.0,20.0,10.0,10.0,5.0,10.0,9,9.0,10.0,7,8.0,7,8,8,8,8,7,4,5,6,5,4,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,6.0,0,0,1,0
female,23,30,Social Work,20.0,20.0,25.0,25.0,5.0,5.0,5.0,6,6.0,6.0,6,6.0,7,8,8,8,8,3,7,6,4,6,2,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,2.0,0,0,1,0
female,23,25,Social Work,20.0,20.0,20.0,20.0,5.0,15.0,9.0,8,7.0,7.0,7,8.0,7,8,8,8,8,5,8,8,7,7,6,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,5.0,0,0,1,0
female,23,23,Social Work,25.0,10.0,35.0,15.0,0.0,15.0,7.0,3,5.0,5.0,3,2.0,7,8,8,8,8,6,7,6,5,6,6,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,6.0,0,0,1,0
female,23,21,Social Work,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7,7.0,7.0,6,6.0,7,8,8,8,8,2,7,6,4,4,4,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,5.0,0,0,1,0
female,23,28,Social Work,40.0,15.0,20.0,10.0,5.0,10.0,9.0,9,9.0,9.0,8,8.0,7,8,8,8,8,6,8,8,6,7,5,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,6.0,0,0,1,0
female,23,28,Social Work,40.0,20.0,20.0,20.0,0.0,0.0,8.0,8,7.0,8.0,7,6.0,7,8,8,8,8,2,8,7,2,7,2,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,3.0,0,0,1,0
female,23,23,Social Work,20.0,25.0,25.0,10.0,10.0,10.0,8.0,9,8.0,9.0,9,8.0,7,8,8,8,8,6,6,6,6,6,4,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,0,6.0,0,0,1,0
female,22,24,Speech Language Pathology,25.0,35.0,30.0,10.0,0.0,0.0,7.0,6,5.0,7.0,3,5.0,6,6,7,7,7,1,6,7,6,4,3,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,2.0,1,0,1,0
female,22,24,Speech Language Pathology,25.0,15.0,25.0,25.0,15.0,15.0,9.0,7,7.0,7.0,6,5.0,6,6,7,7,7,1,3,4,2,2,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,1.0,0,0,1,0
female,22,28,Speech Language Pathology,25.0,15.0,25.0,15.0,0.0,20.0,8.0,8,7.0,8.0,6,7.0,6,6,7,7,7,3,6,6,4,5,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,1.0,0,0,1,0
female,22,26,Speech Language Pathology,20.0,35.0,20.0,10.0,10.0,5.0,9.0,8,8.0,8.0,7,9.0,6,6,7,7,7,8,7,6,6,4,4,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,6.0,0,1,1,1
female,22,30,Speech Language Pathology,20.0,20.0,25.0,25.0,5.0,5.0,7.0,5,6.0,6.0,4,5.0,6,6,7,7,7,1,4,5,4,4,4,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,3.0,0,0,1,0
female,22,23,Speech Language Pathology,25.0,10.0,35.0,15.0,0.0,15.0,8.0,4,4.0,7.0,5,3.0,6,6,7,7,7,1,2,6,1,6,2,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,2.0,0,0,1,0
female,22,21,Speech Language Pathology,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7,7.0,6.0,6,7.0,6,6,7,7,7,1,3,7,1,4,2,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,1.0,0,0,1,0
female,22,28,Speech Language Pathology,40.0,15.0,20.0,10.0,5.0,10.0,8.0,8,8.0,8.0,8,7.0,6,6,7,7,7,6,4,8,3,8,2,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,3.0,0,0,1,0
female,22,28,Speech Language Pathology,40.0,20.0,20.0,20.0,0.0,0.0,9.0,9,8.0,9.0,8,7.0,6,6,7,7,7,2,4,7,3,6,2,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,1.0,0,0,1,0
female,22,23,Speech Language Pathology,20.0,25.0,25.0,10.0,10.0,10.0,9.0,8,9.0,10.0,9,8.0,6,6,7,7,7,5,6,6,4,3,4,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,1,4.0,0,0,1,0
female,22,24,Social Work,25.0,15.0,25.0,25.0,15.0,15.0,7.0,6,7.0,6.0,7,5.0,6,9,8,7,8,8,6,7,3,7,2,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,3,6.0,0,1,1,1
female,22,28,Social Work,25.0,15.0,25.0,15.0,0.0,20.0,8.0,8,6.0,7.0,6,6.0,6,9,8,7,8,6,8,7,4,7,2,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,3,6.0,0,1,1,1
female,22,22,Social Work,30.0,15.0,25.0,25.0,5.0,0.0,6.0,8,9.0,5.0,9,3.0,6,9,8,7,8,8,7,8,8,8,6,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,3,8.0,0,1,0,0
female,22,25,Social Work,20.0,20.0,20.0,20.0,5.0,15.0,7.0,8,8.0,7.0,6,5.0,6,9,8,7,8,7,5,6,8,6,4,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,3,5.0,0,0,1,0
female,22,23,Social Work,25.0,10.0,35.0,15.0,0.0,15.0,5.0,8,5.0,3.0,3,3.0,6,9,8,7,8,6,7,7,4,6,6,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,3,6.0,0,1,0,0
female,22,21,Social Work,15.0,20.0,15.0,30.0,5.0,15.0,5.0,7,6.0,7.0,5,5.0,6,9,8,7,8,6,8,8,5,7,5,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,3,8.0,0,1,0,0
female,22,23,Social Work,20.0,25.0,25.0,10.0,10.0,10.0,6.0,8,8.0,8.0,9,6.0,6,9,8,7,8,6,8,7,6,5,3,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,3,6.0,0,1,0,0
female,23,25,Law,25.0,20.0,25.0,20.0,10.0,0.0,6.0,6,8.0,7.0,8,4.0,7,8,9,8,8,3,6,6,5,6,5,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,6.0,0,0,0,0
female,23,24,Law,25.0,35.0,30.0,10.0,0.0,0.0,3.0,4,7.0,3.0,7,1.0,7,8,9,8,8,4,6,6,5,7,6,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,6.0,0,0,0,0
female,23,24,Law,25.0,15.0,25.0,25.0,15.0,15.0,7.0,7,7.0,7.0,6,7.0,7,8,9,8,8,6,9,7,5,6,3,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,7.0,0,0,1,0
female,23,28,Law,25.0,15.0,25.0,15.0,0.0,20.0,6.0,6,6.0,6.0,6,5.0,7,8,9,8,8,4,5,5,2,6,5,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,4.0,0,0,1,0
female,23,26,Law,20.0,35.0,20.0,10.0,10.0,5.0,6.0,8,8.0,9.0,8,6.0,7,8,9,8,8,8,7,7,7,5,5,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,7.0,0,0,0,0
female,23,30,Law,20.0,20.0,25.0,25.0,5.0,5.0,9.0,5,6.0,3.0,6,3.0,7,8,9,8,8,5,5,5,7,7,6,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,8.0,0,0,0,0
female,23,23,Law,25.0,10.0,35.0,15.0,0.0,15.0,3.0,5,6.0,2.0,6,4.0,7,8,9,8,8,5,5,5,2,4,3,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,4.0,0,0,0,0
female,23,21,Law,15.0,20.0,15.0,30.0,5.0,15.0,6.0,7,7.0,6.0,6,4.0,7,8,9,8,8,3,7,8,6,7,5,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,7.0,0,0,0,0
female,23,28,Law,40.0,15.0,20.0,10.0,5.0,10.0,6.0,8,8.0,7.0,8,6.0,7,8,9,8,8,7,7,8,7,9,7,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,9.0,0,1,0,0
female,23,28,Law,40.0,20.0,20.0,20.0,0.0,0.0,6.0,8,8.0,7.0,8,6.0,7,8,9,8,8,3,5,8,4,7,6,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,6.0,0,0,0,0
female,23,23,Law,20.0,25.0,25.0,10.0,10.0,10.0,7.0,9,10.0,10.0,10,10.0,7,8,9,8,8,7,7,8,8,7,8,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,1,8.0,0,1,1,1
female,24,25,Law,25.0,20.0,25.0,20.0,10.0,0.0,7.0,5,4.0,4.0,8,3.0,8,8,9,8,9,4,6,6,6,6,4,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,4,3,5.0,0,0,0,0
female,24,24,Law,25.0,35.0,30.0,10.0,0.0,0.0,6.0,6,6.0,6.0,5,3.0,8,8,9,8,9,4,5,6,5,5,5,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,4,3,5.0,0,0,1,0
female,24,24,Law,25.0,15.0,25.0,25.0,15.0,15.0,9.0,7,7.0,6.0,7,7.0,8,8,9,8,9,4,6,7,5,8,5,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,4,3,5.0,0,0,1,0
female,24,28,Law,25.0,15.0,25.0,15.0,0.0,20.0,9.0,8,8.0,7.0,8,6.0,8,8,9,8,9,4,5,7,3,6,4,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,4,3,5.0,0,0,1,0
female,24,26,Law,20.0,35.0,20.0,10.0,10.0,5.0,9.0,6,7.0,6.0,7,8.0,8,8,9,8,9,9,6,7,7,6,5,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,4,3,7.0,0,0,1,0
female,24,30,Law,20.0,20.0,25.0,25.0,5.0,5.0,7.0,6,6.0,5.0,7,5.0,8,8,9,8,9,2,3,4,2,6,2,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,4,3,4.0,0,0,1,0
female,24,23,Law,25.0,10.0,35.0,15.0,0.0,15.0,7.0,7,7.0,4.0,5,5.0,8,8,9,8,9,4,6,5,5,5,5,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,4,3,5.0,0,0,1,0
female,24,21,Law,15.0,20.0,15.0,30.0,5.0,15.0,8.0,8,8.0,6.0,7,5.0,8,8,9,8,9,3,8,8,5,5,5,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,4,3,6.0,1,0,1,0
